Category,Workplace,Location,Department,Type,City,Region,Country,Workplace_Standardized,Employment_Type,Department_Category,Category_Normalized,Country_Normalized,City_Normalized,Job_ID,Location_ID,Department_ID,Category_ID,Priority_Class,Geographic_Region,Demand_Score,Demand_Score_Normalized,Created_At,Data_Quality_Score,Is_Active,Job_Description
Business Analyst,On-site,"Jeddah, Makkah Province, Saudi Arabia",Data and Analytics,Full time,Jeddah,Makkah Province,Saudi Arabia,On-Site,Full-Time,Technology & Data,Business Analyst,Saudi Arabia,Jeddah,JOB_000112,LOC_0098,DEPT_0083,CAT_000,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Bridge the gap between business needs and technical solutions. Analyze data systems, write functional specifications, and collaborate with development teams. Proficient in SQL, data modeling, and Agile methodologies. This is an on-site Full-Time position."
Business Analyst,Hybrid,"Manchester, England, United Kingdom",Development and Technical,Full time,Manchester,England,United Kingdom,Hybrid,Full-Time,Technology & Data,Business Analyst,United Kingdom,Manchester,JOB_000113,LOC_0126,DEPT_0092,CAT_000,Normal-High,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Bridge the gap between business needs and technical solutions. Analyze data systems, write functional specifications, and collaborate with development teams. Proficient in SQL, data modeling, and Agile methodologies. This is a hybrid Full-Time role with flexible work arrangements."
Business Analyst,Unknown,"Kuwait City, Al Asimah Governate, Kuwait",Agility Logistics Parks,Full time,Kuwait City,Al Asimah Governate,Kuwait,Unknown,Full-Time,Technology & Data,Business Analyst,Kuwait,Kuwait City,JOB_000114,LOC_0109,DEPT_0013,CAT_000,Normal,Middle East & Africa,2,3.85,2026-02-23 17:13:21,100,True,"Bridge the gap between business needs and technical solutions. Analyze data systems, write functional specifications, and collaborate with development teams. Proficient in SQL, data modeling, and Agile methodologies. This is an on-site Full-Time position."
Business Analyst,Remote,"Delhi, India",Unspecified Department,Not Specified,Delhi,Unknown,India,Remote,Not Specified,Other,Business Analyst,India,Delhi,JOB_000116,LOC_0063,DEPT_0257,CAT_000,Normal,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a fully remote Not Specified position."
Business Analyst,Hybrid,"Toronto, Ontario, Canada",Business Management,Full time,Toronto,Ontario,Canada,Hybrid,Full-Time,HR & Management,Business Analyst,Canada,Toronto,JOB_000117,LOC_0212,DEPT_0028,CAT_000,Normal-High,North America,8,15.38,2026-02-23 17:13:21,100,True,"Analyze HR processes, workforce data, and organizational performance. Support HR digital transformation initiatives, HRIS systems, and people analytics reporting. This is a hybrid Full-Time role with flexible work arrangements."
Business Analyst,Remote,"Cairo, Cairo Governorate, Egypt",59,Not Specified,Cairo,Cairo Governorate,Egypt,Remote,Not Specified,Other,Business Analyst,Egypt,Cairo,JOB_000118,LOC_0042,DEPT_0006,CAT_000,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a fully remote Not Specified position."
Business Analyst,On-site,"Lagos, Lagos, Nigeria",DCP - Operations,Full time,Lagos,Lagos,Nigeria,On-Site,Full-Time,Operations,Business Analyst,Nigeria,Lagos,JOB_000120,LOC_0110,DEPT_0065,CAT_000,Normal,Middle East & Africa,10,19.23,2026-02-23 17:13:21,100,True,"Analyze business processes and operational workflows to identify improvement opportunities. Gather and document business requirements, create process maps, and work with stakeholders to implement solutions. Use SQL and Excel to analyze operational data and generate reports. This is an on-site Full-Time position."
Business Analyst,On-site,"Calgary, Alberta, Canada",Unspecified Department,Full time,Calgary,Alberta,Canada,On-Site,Full-Time,Other,Business Analyst,Canada,Calgary,JOB_000121,LOC_0043,DEPT_0257,CAT_000,Normal,North America,2,3.85,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is an on-site Full-Time position."
Business Analyst,On-site,"New York, New York, United States",Corporate,Full time,New York,New York,United States,On-Site,Full-Time,Other,Business Analyst,United States,New York,JOB_000122,LOC_0148,DEPT_0052,CAT_000,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is an on-site Full-Time position."
Business Analyst,Hybrid,"San Antonio, Texas, United States",Unspecified Department,Full time,San Antonio,Texas,United States,Hybrid,Full-Time,Other,Business Analyst,United States,San Antonio,JOB_000123,LOC_0182,DEPT_0257,CAT_000,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a hybrid Full-Time role with flexible work arrangements."
Business Analyst,Remote,Philippines,Unspecified Department,Not Specified,Unknown,Unknown,Philippines,Remote,Not Specified,Other,Business Analyst,Philippines,Unknown,JOB_000125,LOC_0227,DEPT_0257,CAT_000,Normal,Asia Pacific,4,7.69,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a fully remote Not Specified position."
Business Analyst,On-site,"Calgary, Alberta, Canada",Analysis,Full time,Calgary,Alberta,Canada,On-Site,Full-Time,Other,Business Analyst,Canada,Calgary,JOB_000127,LOC_0043,DEPT_0014,CAT_000,Normal,North America,2,3.85,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is an on-site Full-Time position."
Business Analyst,On-site,"London, England, United Kingdom",Research Analysts,Contract,London,England,United Kingdom,On-Site,Contract,Other,Business Analyst,United Kingdom,London,JOB_000128,LOC_0117,DEPT_0210,CAT_000,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is an on-site Contract position."
Business Analyst,On-site,"Fort Worth, Texas, United States",Analytics,Full time,Fort Worth,Texas,United States,On-Site,Full-Time,Technology & Data,Business Analyst,United States,Fort Worth,JOB_000129,LOC_0078,DEPT_0015,CAT_000,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Bridge the gap between business needs and technical solutions. Analyze data systems, write functional specifications, and collaborate with development teams. Proficient in SQL, data modeling, and Agile methodologies. This is an on-site Full-Time position."
Business Analyst,On-site,"Lagos, Lagos, Nigeria",CX Operations,Full time,Lagos,Lagos,Nigeria,On-Site,Full-Time,Operations,Business Analyst,Nigeria,Lagos,JOB_000130,LOC_0110,DEPT_0035,CAT_000,Normal,Middle East & Africa,10,19.23,2026-02-23 17:13:21,100,True,"Analyze business processes and operational workflows to identify improvement opportunities. Gather and document business requirements, create process maps, and work with stakeholders to implement solutions. Use SQL and Excel to analyze operational data and generate reports. This is an on-site Full-Time position."
Business Analyst,Remote,"Lagos, Lagos, Nigeria",Data Science,Full time,Lagos,Lagos,Nigeria,Remote,Full-Time,Technology & Data,Business Analyst,Nigeria,Lagos,JOB_000131,LOC_0110,DEPT_0081,CAT_000,Premium,Middle East & Africa,10,19.23,2026-02-23 17:13:21,100,True,"Bridge the gap between business needs and technical solutions. Analyze data systems, write functional specifications, and collaborate with development teams. Proficient in SQL, data modeling, and Agile methodologies. This is a fully remote Full-Time position."
Business Analyst,On-site,"Obajana, Kogi, Nigeria",Risk Management,Full time,Obajana,Kogi,Nigeria,On-Site,Full-Time,HR & Management,Business Analyst,Nigeria,Obajana,JOB_000132,LOC_0152,DEPT_0213,CAT_000,Normal,Middle East & Africa,1,1.92,2026-02-23 17:13:21,100,True,"Analyze HR processes, workforce data, and organizational performance. Support HR digital transformation initiatives, HRIS systems, and people analytics reporting. This is an on-site Full-Time position."
Business Analyst,Remote,"Boston, Massachusetts, United States",Science & Knowledge,Not Specified,Boston,Massachusetts,United States,Remote,Not Specified,Other,Business Analyst,United States,Boston,JOB_000133,LOC_0032,DEPT_0220,CAT_000,Normal,North America,7,13.46,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a fully remote Not Specified position."
Business Analyst,On-site,"Makati, Metro Manila, Philippines",Operations,Full time,Makati,Metro Manila,Philippines,On-Site,Full-Time,Operations,Business Analyst,Philippines,Makati,JOB_000134,LOC_0124,DEPT_0166,CAT_000,Normal,Asia Pacific,4,7.69,2026-02-23 17:13:21,100,True,"Analyze business processes and operational workflows to identify improvement opportunities. Gather and document business requirements, create process maps, and work with stakeholders to implement solutions. Use SQL and Excel to analyze operational data and generate reports. This is an on-site Full-Time position."
Business Analyst,Hybrid,"London, England, United Kingdom",Customer Experience,Full time,London,England,United Kingdom,Hybrid,Full-Time,Other,Business Analyst,United Kingdom,London,JOB_000136,LOC_0117,DEPT_0060,CAT_000,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a hybrid Full-Time role with flexible work arrangements."
Business Analyst,On-site,"Anfa-Casablanca, Casablanca-Settat, Morocco",Research,Full time,Anfa-Casablanca,Casablanca-Settat,Morocco,On-Site,Full-Time,Other,Business Analyst,Morocco,Anfa-Casablanca,JOB_000137,LOC_0007,DEPT_0209,CAT_000,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is an on-site Full-Time position."
Business Analyst,Hybrid,"Athens, Attica, Greece",Finance,Full time,Athens,Attica,Greece,Hybrid,Full-Time,Finance & Accounting,Business Analyst,Greece,Athens,JOB_000138,LOC_0011,DEPT_0110,CAT_000,Normal-High,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Analyze financial data and processes to improve efficiency and accuracy. Work with ERP systems, create financial models, and support budgeting and forecasting activities using Excel and Power BI. This is a hybrid Full-Time role with flexible work arrangements."
Business Analyst,Hybrid,"London, England, United Kingdom",Unspecified Department,Full time,London,England,United Kingdom,Hybrid,Full-Time,Other,Business Analyst,United Kingdom,London,JOB_000139,LOC_0117,DEPT_0257,CAT_000,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Analyze business operations and support strategic decision making. Gather requirements, document processes, and deliver data-driven recommendations using Excel, SQL, and visualization tools. This is a hybrid Full-Time role with flexible work arrangements."
Business Analyst,Remote,"Sacramento, California, United States",Finance,Full time,Sacramento,California,United States,Remote,Full-Time,Finance & Accounting,Business Analyst,United States,Sacramento,JOB_000140,LOC_0180,DEPT_0110,CAT_000,Normal-High,North America,4,7.69,2026-02-23 17:13:21,100,True,"Analyze financial data and processes to improve efficiency and accuracy. Work with ERP systems, create financial models, and support budgeting and forecasting activities using Excel and Power BI. This is a fully remote Full-Time position."
